"loanid","readerid","bookid","loandate","duedate","daysoverdue"
52420,12503,90265,"2023-12-12","2024-01-09",349
54299,4681,99837,"2023-12-12","2024-01-09",349
52182,17650,7033,"2023-12-12","2024-01-09",349
54803,203,86461,"2023-12-12","2024-01-09",349
50481,19724,56987,"2023-12-12","2024-01-09",349
57434,26798,17822,"2023-12-12","2024-01-09",349
57600,10462,60256,"2023-12-12","2024-01-09",349
59843,31218,52163,"2023-12-12","2024-01-09",349
55839,9424,13940,"2023-12-12","2024-01-09",349
50120,2458,35782,"2023-12-12","2024-01-09",349
54473,7929,95938,"2023-12-12","2024-01-09",349
58753,13703,38650,"2023-12-12","2024-01-09",349
52952,1823,71257,"2023-12-12","2024-01-09",349
54638,20575,6094,"2023-12-12","2024-01-09",349
55839,9424,13940,"2023-12-12","2024-01-09",349
54370,2941,80120,"2023-12-12","2024-01-09",349
53788,28971,81184,"2023-12-12","2024-01-09",349
52127,8443,27449,"2023-12-12","2024-01-09",349
56153,8612,81781,"2023-12-12","2024-01-09",349
56126,25722,85931,"2023-12-12","2024-01-09",349
56623,5693,95651,"2023-12-12","2024-01-09",349
54190,28487,7747,"2023-12-12","2024-01-09",349
56623,5693,95651,"2023-12-12","2024-01-09",349
53719,29886,37778,"2023-12-12","2024-01-09",349
53859,31852,57965,"2023-12-12","2024-01-09",349
57400,23767,11646,"2023-12-12","2024-01-09",349
50358,17669,11795,"2023-12-12","2024-01-09",349
52113,24823,87616,"2023-12-12","2024-01-09",349
58385,22578,28710,"2023-12-12","2024-01-09",349
52113,24823,87616,"2023-12-12","2024-01-09",349
57400,23767,11646,"2023-12-12","2024-01-09",349
57146,23196,38214,"2023-12-12","2024-01-09",349
55330,1482,97448,"2023-12-12","2024-01-09",349
57285,4808,45472,"2023-12-12","2024-01-09",349
53859,31852,57965,"2023-12-12","2024-01-09",349
50358,17669,11795,"2023-12-12","2024-01-09",349
53788,28971,81184,"2023-12-12","2024-01-09",349
55619,28579,77558,"2023-12-12","2024-01-09",349
54803,203,86461,"2023-12-12","2024-01-09",349
58385,22578,28710,"2023-12-12","2024-01-09",349
51862,29960,79332,"2023-12-12","2024-01-09",349
56470,1173,76588,"2023-12-12","2024-01-09",349
54473,7929,95938,"2023-12-12","2024-01-09",349
53719,29886,37778,"2023-12-12","2024-01-09",349
54370,2941,80120,"2023-12-12","2024-01-09",349
58189,30140,32882,"2023-12-12","2024-01-09",349
51048,3553,12323,"2023-12-12","2024-01-09",349
55414,29826,71274,"2023-12-12","2024-01-09",349
59843,31218,52163,"2023-12-12","2024-01-09",349
57600,10462,60256,"2023-12-12","2024-01-09",349
52182,17650,7033,"2023-12-12","2024-01-09",349
52952,1823,71257,"2023-12-12","2024-01-09",349
50831,14010,61091,"2023-12-12","2024-01-09",349
57285,4808,45472,"2023-12-12","2024-01-09",349
54638,20575,6094,"2023-12-12","2024-01-09",349
57146,23196,38214,"2023-12-12","2024-01-09",349
58239,28496,85108,"2023-12-13","2024-01-10",348
51727,30603,593,"2023-12-13","2024-01-10",348
52565,5801,17229,"2023-12-13","2024-01-10",348
52611,5162,78813,"2023-12-13","2024-01-10",348
53497,27027,55077,"2023-12-13","2024-01-10",348
52268,21819,93034,"2023-12-13","2024-01-10",348
50254,9204,20045,"2023-12-13","2024-01-10",348
53834,30845,18151,"2023-12-13","2024-01-10",348
54474,21904,56768,"2023-12-13","2024-01-10",348
58704,14231,2732,"2023-12-13","2024-01-10",348
58955,24400,3864,"2023-12-13","2024-01-10",348
57615,23915,26624,"2023-12-13","2024-01-10",348
58955,24400,3864,"2023-12-13","2024-01-10",348
50910,2798,93977,"2023-12-13","2024-01-10",348
53497,27027,55077,"2023-12-13","2024-01-10",348
55834,471,71681,"2023-12-13","2024-01-10",348
54235,2650,77663,"2023-12-13","2024-01-10",348
51336,28709,63762,"2023-12-13","2024-01-10",348
54474,21904,56768,"2023-12-13","2024-01-10",348
53692,11457,45133,"2023-12-13","2024-01-10",348
59210,15849,33056,"2023-12-13","2024-01-10",348
59583,27869,65834,"2023-12-13","2024-01-10",348
57615,23915,26624,"2023-12-13","2024-01-10",348
56951,22120,27311,"2023-12-13","2024-01-10",348
55819,28253,31880,"2023-12-13","2024-01-10",348
57465,25264,25826,"2023-12-13","2024-01-10",348
58704,14231,2732,"2023-12-13","2024-01-10",348
55834,471,71681,"2023-12-13","2024-01-10",348
53834,30845,18151,"2023-12-13","2024-01-10",348
52268,21819,93034,"2023-12-13","2024-01-10",348
55058,3384,92290,"2023-12-13","2024-01-10",348
51336,28709,63762,"2023-12-13","2024-01-10",348
53692,11457,45133,"2023-12-13","2024-01-10",348
50254,9204,20045,"2023-12-13","2024-01-10",348
52611,5162,78813,"2023-12-13","2024-01-10",348
54235,2650,77663,"2023-12-13","2024-01-10",348
52565,5801,17229,"2023-12-13","2024-01-10",348
56951,22120,27311,"2023-12-13","2024-01-10",348
58239,28496,85108,"2023-12-13","2024-01-10",348
57465,25264,25826,"2023-12-13","2024-01-10",348
55058,3384,92290,"2023-12-13","2024-01-10",348
50910,2798,93977,"2023-12-13","2024-01-10",348
59583,27869,65834,"2023-12-13","2024-01-10",348
53640,8966,81602,"2023-12-13","2024-01-10",348
51727,30603,593,"2023-12-13","2024-01-10",348
55819,28253,31880,"2023-12-13","2024-01-10",348
59210,15849,33056,"2023-12-13","2024-01-10",348
53640,8966,81602,"2023-12-13","2024-01-10",348
51137,28840,1083,"2023-12-14","2024-01-11",347
54005,6211,6080,"2023-12-14","2024-01-11",347
57700,20100,17954,"2023-12-14","2024-01-11",347
56335,17512,69789,"2023-12-14","2024-01-11",347
55504,484,78920,"2023-12-14","2024-01-11",347
54268,9452,46757,"2023-12-14","2024-01-11",347
50548,27360,41369,"2023-12-14","2024-01-11",347
56815,29706,28601,"2023-12-14","2024-01-11",347
54268,9452,46757,"2023-12-14","2024-01-11",347
55417,30780,4033,"2023-12-14","2024-01-11",347
53993,14024,12698,"2023-12-14","2024-01-11",347
57742,23814,44254,"2023-12-14","2024-01-11",347
57700,20100,17954,"2023-12-14","2024-01-11",347
59449,24915,8009,"2023-12-14","2024-01-11",347
59262,15458,17881,"2023-12-14","2024-01-11",347
55431,12143,51366,"2023-12-14","2024-01-11",347
59633,31542,74761,"2023-12-14","2024-01-11",347
59181,11653,72186,"2023-12-14","2024-01-11",347
59633,31542,74761,"2023-12-14","2024-01-11",347
52153,14363,48704,"2023-12-14","2024-01-11",347
58674,9550,60325,"2023-12-14","2024-01-11",347
57742,23814,44254,"2023-12-14","2024-01-11",347
58662,4886,10680,"2023-12-14","2024-01-11",347
50548,27360,41369,"2023-12-14","2024-01-11",347
53655,5140,28832,"2023-12-14","2024-01-11",347
53438,6539,1453,"2023-12-14","2024-01-11",347
51331,19251,94139,"2023-12-14","2024-01-11",347
51962,10357,67260,"2023-12-14","2024-01-11",347
56361,1464,53111,"2023-12-14","2024-01-11",347
58485,31812,83498,"2023-12-14","2024-01-11",347
58485,31812,83498,"2023-12-14","2024-01-11",347
54005,6211,6080,"2023-12-14","2024-01-11",347
55519,8109,48595,"2023-12-14","2024-01-11",347
59438,31486,39402,"2023-12-14","2024-01-11",347
55504,484,78920,"2023-12-14","2024-01-11",347
55431,12143,51366,"2023-12-14","2024-01-11",347
53655,5140,28832,"2023-12-14","2024-01-11",347
55519,8109,48595,"2023-12-14","2024-01-11",347
56421,3002,64809,"2023-12-14","2024-01-11",347
52670,25876,93999,"2023-12-14","2024-01-11",347
59262,15458,17881,"2023-12-14","2024-01-11",347
50020,15481,65051,"2023-12-14","2024-01-11",347
53993,14024,12698,"2023-12-14","2024-01-11",347
57968,21172,13311,"2023-12-14","2024-01-11",347
51331,19251,94139,"2023-12-14","2024-01-11",347
55741,26014,62506,"2023-12-14","2024-01-11",347
56001,20341,5375,"2023-12-14","2024-01-11",347
59449,24915,8009,"2023-12-14","2024-01-11",347
50020,15481,65051,"2023-12-14","2024-01-11",347
58662,4886,10680,"2023-12-14","2024-01-11",347
56361,1464,53111,"2023-12-14","2024-01-11",347
55417,30780,4033,"2023-12-14","2024-01-11",347
56335,17512,69789,"2023-12-14","2024-01-11",347
56421,3002,64809,"2023-12-14","2024-01-11",347
52153,14363,48704,"2023-12-14","2024-01-11",347
58674,9550,60325,"2023-12-14","2024-01-11",347
51962,10357,67260,"2023-12-14","2024-01-11",347
56001,20341,5375,"2023-12-14","2024-01-11",347
59181,11653,72186,"2023-12-14","2024-01-11",347
52670,25876,93999,"2023-12-14","2024-01-11",347
56815,29706,28601,"2023-12-14","2024-01-11",347
57968,21172,13311,"2023-12-14","2024-01-11",347
59438,31486,39402,"2023-12-14","2024-01-11",347
55741,26014,62506,"2023-12-14","2024-01-11",347
51137,28840,1083,"2023-12-14","2024-01-11",347
53438,6539,1453,"2023-12-14","2024-01-11",347
52146,15577,3135,"2023-12-15","2024-01-12",346
57893,8023,8759,"2023-12-15","2024-01-12",346
52543,20084,97077,"2023-12-15","2024-01-12",346
57123,29119,84297,"2023-12-15","2024-01-12",346
57838,16050,18158,"2023-12-15","2024-01-12",346
53029,18052,99103,"2023-12-15","2024-01-12",346
59721,32745,85951,"2023-12-15","2024-01-12",346
59901,1433,10424,"2023-12-15","2024-01-12",346
59908,31147,62437,"2023-12-15","2024-01-12",346
50043,4475,14170,"2023-12-15","2024-01-12",346
57791,22553,3857,"2023-12-15","2024-01-12",346
57123,29119,84297,"2023-12-15","2024-01-12",346
55657,28864,91702,"2023-12-15","2024-01-12",346
50827,25349,84393,"2023-12-15","2024-01-12",346
57525,30296,46891,"2023-12-15","2024-01-12",346
56779,30326,68695,"2023-12-15","2024-01-12",346
53306,1480,4220,"2023-12-15","2024-01-12",346
56258,296,71237,"2023-12-15","2024-01-12",346
55229,1797,28864,"2023-12-15","2024-01-12",346
56558,1625,78710,"2023-12-15","2024-01-12",346
51543,2316,57157,"2023-12-15","2024-01-12",346
51543,2316,57157,"2023-12-15","2024-01-12",346
59601,29881,71479,"2023-12-15","2024-01-12",346
50043,4475,14170,"2023-12-15","2024-01-12",346
57791,22553,3857,"2023-12-15","2024-01-12",346
50464,2178,82302,"2023-12-15","2024-01-12",346
56258,296,71237,"2023-12-15","2024-01-12",346
53198,13075,24513,"2023-12-15","2024-01-12",346
52832,29905,12636,"2023-12-15","2024-01-12",346
53207,23493,48543,"2023-12-15","2024-01-12",346
55657,28864,91702,"2023-12-15","2024-01-12",346
59721,32745,85951,"2023-12-15","2024-01-12",346
55229,1797,28864,"2023-12-15","2024-01-12",346
51001,24957,9409,"2023-12-15","2024-01-12",346
57893,8023,8759,"2023-12-15","2024-01-12",346
50827,25349,84393,"2023-12-15","2024-01-12",346
51001,24957,9409,"2023-12-15","2024-01-12",346
57320,30932,84807,"2023-12-15","2024-01-12",346
59908,31147,62437,"2023-12-15","2024-01-12",346
53198,13075,24513,"2023-12-15","2024-01-12",346
53207,23493,48543,"2023-12-15","2024-01-12",346
52146,15577,3135,"2023-12-15","2024-01-12",346
53029,18052,99103,"2023-12-15","2024-01-12",346
57525,30296,46891,"2023-12-15","2024-01-12",346
56558,1625,78710,"2023-12-15","2024-01-12",346
50464,2178,82302,"2023-12-15","2024-01-12",346
57320,30932,84807,"2023-12-15","2024-01-12",346
59653,26249,67411,"2023-12-15","2024-01-12",346
57838,16050,18158,"2023-12-15","2024-01-12",346
59601,29881,71479,"2023-12-15","2024-01-12",346
53093,3564,98964,"2023-12-15","2024-01-12",346
53688,31330,60419,"2023-12-15","2024-01-12",346
53306,1480,4220,"2023-12-15","2024-01-12",346
53688,31330,60419,"2023-12-15","2024-01-12",346
59901,1433,10424,"2023-12-15","2024-01-12",346
52543,20084,97077,"2023-12-15","2024-01-12",346
52832,29905,12636,"2023-12-15","2024-01-12",346
53093,3564,98964,"2023-12-15","2024-01-12",346
56779,30326,68695,"2023-12-15","2024-01-12",346
59653,26249,67411,"2023-12-15","2024-01-12",346
56663,7759,32938,"2023-12-16","2024-01-13",345
59118,4953,40293,"2023-12-16","2024-01-13",345
54575,6193,40623,"2023-12-16","2024-01-13",345
54741,32480,84446,"2023-12-16","2024-01-13",345
56392,33189,16885,"2023-12-16","2024-01-13",345
56663,7759,32938,"2023-12-16","2024-01-13",345
54550,5141,7463,"2023-12-16","2024-01-13",345
54167,20216,39480,"2023-12-16","2024-01-13",345
50621,14747,96270,"2023-12-16","2024-01-13",345
50750,22130,71871,"2023-12-16","2024-01-13",345
50461,8520,65792,"2023-12-16","2024-01-13",345
55086,24858,43133,"2023-12-16","2024-01-13",345
52528,28074,1231,"2023-12-16","2024-01-13",345
56305,7760,90682,"2023-12-16","2024-01-13",345
51365,16577,99440,"2023-12-16","2024-01-13",345
58431,14472,93197,"2023-12-16","2024-01-13",345
54027,10777,3434,"2023-12-16","2024-01-13",345
52599,5235,92433,"2023-12-16","2024-01-13",345
51127,21835,47022,"2023-12-16","2024-01-13",345
58085,11617,8686,"2023-12-16","2024-01-13",345
56591,9191,37170,"2023-12-16","2024-01-13",345
54517,21687,88818,"2023-12-16","2024-01-13",345
51386,21106,97390,"2023-12-16","2024-01-13",345
58431,14472,93197,"2023-12-16","2024-01-13",345
54138,23147,82152,"2023-12-16","2024-01-13",345
58131,28397,59958,"2023-12-16","2024-01-13",345
58052,5095,40538,"2023-12-16","2024-01-13",345
50461,8520,65792,"2023-12-16","2024-01-13",345
56591,9191,37170,"2023-12-16","2024-01-13",345
50892,6147,6570,"2023-12-16","2024-01-13",345
50318,193,33366,"2023-12-16","2024-01-13",345
55086,24858,43133,"2023-12-16","2024-01-13",345
57498,12505,3487,"2023-12-16","2024-01-13",345
50892,6147,6570,"2023-12-16","2024-01-13",345
54741,32480,84446,"2023-12-16","2024-01-13",345
53467,19116,3408,"2023-12-16","2024-01-13",345
52919,11581,7390,"2023-12-16","2024-01-13",345
52188,12544,74536,"2023-12-16","2024-01-13",345
54550,5141,7463,"2023-12-16","2024-01-13",345
54575,6193,40623,"2023-12-16","2024-01-13",345
50750,22130,71871,"2023-12-16","2024-01-13",345
51365,16577,99440,"2023-12-16","2024-01-13",345
52919,11581,7390,"2023-12-16","2024-01-13",345
54027,10777,3434,"2023-12-16","2024-01-13",345
54167,20216,39480,"2023-12-16","2024-01-13",345
50621,14747,96270,"2023-12-16","2024-01-13",345
56305,7760,90682,"2023-12-16","2024-01-13",345
57498,12505,3487,"2023-12-16","2024-01-13",345
58905,33324,32482,"2023-12-16","2024-01-13",345
58085,11617,8686,"2023-12-16","2024-01-13",345
52528,28074,1231,"2023-12-16","2024-01-13",345
52188,12544,74536,"2023-12-16","2024-01-13",345
54138,23147,82152,"2023-12-16","2024-01-13",345
51127,21835,47022,"2023-12-16","2024-01-13",345
56392,33189,16885,"2023-12-16","2024-01-13",345
54517,21687,88818,"2023-12-16","2024-01-13",345
57034,1652,44536,"2023-12-16","2024-01-13",345
57034,1652,44536,"2023-12-16","2024-01-13",345
53467,19116,3408,"2023-12-16","2024-01-13",345
59118,4953,40293,"2023-12-16","2024-01-13",345
52599,5235,92433,"2023-12-16","2024-01-13",345
58905,33324,32482,"2023-12-16","2024-01-13",345
58052,5095,40538,"2023-12-16","2024-01-13",345
51386,21106,97390,"2023-12-16","2024-01-13",345
58131,28397,59958,"2023-12-16","2024-01-13",345
50318,193,33366,"2023-12-16","2024-01-13",345
59162,534,23618,"2023-12-17","2024-01-14",344
56492,23349,61448,"2023-12-17","2024-01-14",344
57912,17894,95262,"2023-12-17","2024-01-14",344
51133,8613,27410,"2023-12-17","2024-01-14",344
55389,532,4366,"2023-12-17","2024-01-14",344
53386,24376,78026,"2023-12-17","2024-01-14",344
53491,12374,24449,"2023-12-17","2024-01-14",344
55941,9921,20175,"2023-12-17","2024-01-14",344
53772,12088,24528,"2023-12-17","2024-01-14",344
58013,22084,74128,"2023-12-17","2024-01-14",344
51214,3986,76471,"2023-12-17","2024-01-14",344
58013,22084,74128,"2023-12-17","2024-01-14",344
55941,9921,20175,"2023-12-17","2024-01-14",344
51214,3986,76471,"2023-12-17","2024-01-14",344
51617,344,45257,"2023-12-17","2024-01-14",344
53386,24376,78026,"2023-12-17","2024-01-14",344
53561,19986,55241,"2023-12-17","2024-01-14",344
53643,9152,64426,"2023-12-17","2024-01-14",344
59162,534,23618,"2023-12-17","2024-01-14",344
51617,344,45257,"2023-12-17","2024-01-14",344
51589,7955,24575,"2023-12-17","2024-01-14",344
53772,12088,24528,"2023-12-17","2024-01-14",344
56492,23349,61448,"2023-12-17","2024-01-14",344
59209,15609,32520,"2023-12-17","2024-01-14",344
53561,19986,55241,"2023-12-17","2024-01-14",344
55389,532,4366,"2023-12-17","2024-01-14",344
53643,9152,64426,"2023-12-17","2024-01-14",344
59209,15609,32520,"2023-12-17","2024-01-14",344
53491,12374,24449,"2023-12-17","2024-01-14",344
51133,8613,27410,"2023-12-17","2024-01-14",344
57912,17894,95262,"2023-12-17","2024-01-14",344
51589,7955,24575,"2023-12-17","2024-01-14",344
56581,11021,30420,"2023-12-17","2024-01-14",344
56581,11021,30420,"2023-12-17","2024-01-14",344
57374,5970,14167,"2023-12-18","2024-01-15",343
55203,25508,29075,"2023-12-18","2024-01-15",343
53027,17186,62980,"2023-12-18","2024-01-15",343
56790,31879,39184,"2023-12-18","2024-01-15",343
58549,28287,89392,"2023-12-18","2024-01-15",343
55991,8324,18065,"2023-12-18","2024-01-15",343
57960,10190,25802,"2023-12-18","2024-01-15",343
57766,23517,50880,"2023-12-18","2024-01-15",343
55508,26321,61048,"2023-12-18","2024-01-15",343
59468,19324,35829,"2023-12-18","2024-01-15",343
51057,13630,67669,"2023-12-18","2024-01-15",343
54622,16766,69714,"2023-12-18","2024-01-15",343
58433,26551,85341,"2023-12-18","2024-01-15",343
51446,2351,65959,"2023-12-18","2024-01-15",343
55157,17143,43598,"2023-12-18","2024-01-15",343
56486,6488,60414,"2023-12-18","2024-01-15",343
58433,26551,85341,"2023-12-18","2024-01-15",343
58489,7962,58568,"2023-12-18","2024-01-15",343
50524,15793,36229,"2023-12-18","2024-01-15",343
51251,20879,48657,"2023-12-18","2024-01-15",343
51342,16529,23173,"2023-12-18","2024-01-15",343
58489,7962,58568,"2023-12-18","2024-01-15",343
55508,26321,61048,"2023-12-18","2024-01-15",343
58549,28287,89392,"2023-12-18","2024-01-15",343
54496,12441,52341,"2023-12-18","2024-01-15",343
57766,23517,50880,"2023-12-18","2024-01-15",343
59755,6384,6347,"2023-12-18","2024-01-15",343
50524,15793,36229,"2023-12-18","2024-01-15",343
56298,22972,61804,"2023-12-18","2024-01-15",343
56725,14081,28025,"2023-12-18","2024-01-15",343
50547,19738,50658,"2023-12-18","2024-01-15",343
59303,13896,84170,"2023-12-18","2024-01-15",343
51251,20879,48657,"2023-12-18","2024-01-15",343
50727,14203,82364,"2023-12-18","2024-01-15",343
59303,13896,84170,"2023-12-18","2024-01-15",343
56053,2871,75,"2023-12-18","2024-01-15",343
54358,5865,32210,"2023-12-18","2024-01-15",343
58107,4653,81985,"2023-12-18","2024-01-15",343
50547,19738,50658,"2023-12-18","2024-01-15",343
51735,28959,28276,"2023-12-18","2024-01-15",343
55589,1861,67891,"2023-12-18","2024-01-15",343
57374,5970,14167,"2023-12-18","2024-01-15",343
55124,24771,92241,"2023-12-18","2024-01-15",343
51342,16529,23173,"2023-12-18","2024-01-15",343
54358,5865,32210,"2023-12-18","2024-01-15",343
51446,2351,65959,"2023-12-18","2024-01-15",343
59468,19324,35829,"2023-12-18","2024-01-15",343
53027,17186,62980,"2023-12-18","2024-01-15",343
57150,7659,41496,"2023-12-18","2024-01-15",343
56053,2871,75,"2023-12-18","2024-01-15",343
55991,8324,18065,"2023-12-18","2024-01-15",343
51057,13630,67669,"2023-12-18","2024-01-15",343
57150,7659,41496,"2023-12-18","2024-01-15",343
55157,17143,43598,"2023-12-18","2024-01-15",343
59755,6384,6347,"2023-12-18","2024-01-15",343
57960,10190,25802,"2023-12-18","2024-01-15",343
54496,12441,52341,"2023-12-18","2024-01-15",343
55203,25508,29075,"2023-12-18","2024-01-15",343
58107,4653,81985,"2023-12-18","2024-01-15",343
56298,22972,61804,"2023-12-18","2024-01-15",343
56725,14081,28025,"2023-12-18","2024-01-15",343
51735,28959,28276,"2023-12-18","2024-01-15",343
50727,14203,82364,"2023-12-18","2024-01-15",343
54622,16766,69714,"2023-12-18","2024-01-15",343
56486,6488,60414,"2023-12-18","2024-01-15",343
55124,24771,92241,"2023-12-18","2024-01-15",343
56790,31879,39184,"2023-12-18","2024-01-15",343
55589,1861,67891,"2023-12-18","2024-01-15",343
50754,11366,27947,"2023-12-19","2024-01-16",342
54084,33220,59701,"2023-12-19","2024-01-16",342
55329,30077,24864,"2023-12-19","2024-01-16",342
51081,1907,28404,"2023-12-19","2024-01-16",342
50828,20381,46307,"2023-12-19","2024-01-16",342
51360,10819,88113,"2023-12-19","2024-01-16",342
51836,19604,19768,"2023-12-19","2024-01-16",342
54120,20142,99005,"2023-12-19","2024-01-16",342
56820,26622,92203,"2023-12-19","2024-01-16",342
59056,23908,87107,"2023-12-19","2024-01-16",342
58635,29005,86862,"2023-12-19","2024-01-16",342
52732,2100,52774,"2023-12-19","2024-01-16",342
