"cardid","readerid","expirationdate","daysleft"
10982,10982,"2020-06-20",-1647
27000,27000,"2020-06-20",-1647
20675,20675,"2020-06-20",-1647
12583,12583,"2020-06-21",-1646
26108,26108,"2020-06-21",-1646
2478,2478,"2020-06-21",-1646
33126,33126,"2020-06-21",-1646
1597,1597,"2020-06-21",-1646
18396,18396,"2020-06-22",-1645
9703,9703,"2020-06-22",-1645
18462,18462,"2020-06-22",-1645
8502,8502,"2020-06-22",-1645
5763,5763,"2020-06-23",-1644
4578,4578,"2020-06-23",-1644
24892,24892,"2020-06-23",-1644
15,15,"2020-06-23",-1644
1132,1132,"2020-06-23",-1644
5316,5316,"2020-06-23",-1644
5638,5638,"2020-06-23",-1644
10018,10018,"2020-06-24",-1643
13021,13021,"2020-06-24",-1643
439,439,"2020-06-24",-1643
6982,6982,"2020-06-24",-1643
2955,2955,"2020-06-24",-1643
15746,15746,"2020-06-24",-1643
997,997,"2020-06-24",-1643
23504,23504,"2020-06-25",-1642
17335,17335,"2020-06-25",-1642
30021,30021,"2020-06-25",-1642
8808,8808,"2020-06-25",-1642
8711,8711,"2020-06-26",-1641
5521,5521,"2020-06-26",-1641
18339,18339,"2020-06-26",-1641
24216,24216,"2020-06-26",-1641
3447,3447,"2020-06-26",-1641
30579,30579,"2020-06-27",-1640
18047,18047,"2020-06-27",-1640
14521,14521,"2020-06-27",-1640
15520,15520,"2020-06-27",-1640
32726,32726,"2020-06-27",-1640
19253,19253,"2020-06-27",-1640
11589,11589,"2020-06-27",-1640
10858,10858,"2020-06-28",-1639
17262,17262,"2020-06-28",-1639
28072,28072,"2020-06-29",-1638
26201,26201,"2020-06-29",-1638
1601,1601,"2020-06-29",-1638
4411,4411,"2020-06-29",-1638
26908,26908,"2020-06-29",-1638
30063,30063,"2020-06-30",-1637
16802,16802,"2020-06-30",-1637
15406,15406,"2020-06-30",-1637
3262,3262,"2020-06-30",-1637
15323,15323,"2020-06-30",-1637
32558,32558,"2020-06-30",-1637
19296,19296,"2020-07-01",-1636
530,530,"2020-07-01",-1636
30946,30946,"2020-07-01",-1636
19578,19578,"2020-07-01",-1636
5376,5376,"2020-07-01",-1636
25165,25165,"2020-07-02",-1635
13292,13292,"2020-07-02",-1635
12066,12066,"2020-07-02",-1635
9487,9487,"2020-07-02",-1635
25391,25391,"2020-07-03",-1634
33311,33311,"2020-07-03",-1634
13875,13875,"2020-07-03",-1634
5587,5587,"2020-07-03",-1634
24158,24158,"2020-07-03",-1634
24870,24870,"2020-07-04",-1633
21198,21198,"2020-07-04",-1633
26103,26103,"2020-07-04",-1633
15783,15783,"2020-07-04",-1633
12790,12790,"2020-07-05",-1632
23731,23731,"2020-07-05",-1632
27539,27539,"2020-07-05",-1632
571,571,"2020-07-05",-1632
27570,27570,"2020-07-05",-1632
14374,14374,"2020-07-06",-1631
691,691,"2020-07-06",-1631
27946,27946,"2020-07-06",-1631
32218,32218,"2020-07-06",-1631
28574,28574,"2020-07-06",-1631
29393,29393,"2020-07-06",-1631
28061,28061,"2020-07-07",-1630
26647,26647,"2020-07-07",-1630
9120,9120,"2020-07-07",-1630
32674,32674,"2020-07-07",-1630
11570,11570,"2020-07-08",-1629
28170,28170,"2020-07-08",-1629
2286,2286,"2020-07-09",-1628
3362,3362,"2020-07-09",-1628
30836,30836,"2020-07-09",-1628
31083,31083,"2020-07-09",-1628
29682,29682,"2020-07-10",-1627
15088,15088,"2020-07-10",-1627
6713,6713,"2020-07-10",-1627
15669,15669,"2020-07-10",-1627
506,506,"2020-07-11",-1626
18038,18038,"2020-07-11",-1626
4979,4979,"2020-07-11",-1626
21864,21864,"2020-07-11",-1626
12554,12554,"2020-07-11",-1626
24071,24071,"2020-07-12",-1625
1251,1251,"2020-07-12",-1625
18562,18562,"2020-07-13",-1624
5370,5370,"2020-07-13",-1624
17152,17152,"2020-07-13",-1624
21374,21374,"2020-07-13",-1624
7577,7577,"2020-07-14",-1623
6035,6035,"2020-07-14",-1623
2807,2807,"2020-07-14",-1623
1664,1664,"2020-07-14",-1623
23925,23925,"2020-07-15",-1622
10728,10728,"2020-07-15",-1622
6512,6512,"2020-07-15",-1622
15499,15499,"2020-07-15",-1622
13731,13731,"2020-07-15",-1622
16135,16135,"2020-07-15",-1622
8158,8158,"2020-07-15",-1622
17869,17869,"2020-07-15",-1622
28309,28309,"2020-07-15",-1622
23568,23568,"2020-07-16",-1621
11083,11083,"2020-07-16",-1621
6054,6054,"2020-07-16",-1621
8262,8262,"2020-07-16",-1621
4162,4162,"2020-07-16",-1621
2534,2534,"2020-07-16",-1621
22878,22878,"2020-07-16",-1621
16771,16771,"2020-07-17",-1620
8351,8351,"2020-07-17",-1620
29898,29898,"2020-07-17",-1620
13023,13023,"2020-07-17",-1620
19654,19654,"2020-07-17",-1620
195,195,"2020-07-17",-1620
3790,3790,"2020-07-17",-1620
17760,17760,"2020-07-17",-1620
32905,32905,"2020-07-17",-1620
19030,19030,"2020-07-18",-1619
12951,12951,"2020-07-18",-1619
17501,17501,"2020-07-18",-1619
21984,21984,"2020-07-19",-1618
22037,22037,"2020-07-19",-1618
9304,9304,"2020-07-20",-1617
27430,27430,"2020-07-20",-1617
9786,9786,"2020-07-20",-1617
15411,15411,"2020-07-21",-1616
12535,12535,"2020-07-21",-1616
3101,3101,"2020-07-21",-1616
18700,18700,"2020-07-21",-1616
10598,10598,"2020-07-22",-1615
3734,3734,"2020-07-23",-1614
10971,10971,"2020-07-23",-1614
23237,23237,"2020-07-23",-1614
12707,12707,"2020-07-24",-1613
5265,5265,"2020-07-24",-1613
7750,7750,"2020-07-25",-1612
14937,14937,"2020-07-25",-1612
4296,4296,"2020-07-26",-1611
30249,30249,"2020-07-26",-1611
19589,19589,"2020-07-26",-1611
14880,14880,"2020-07-26",-1611
32600,32600,"2020-07-27",-1610
5475,5475,"2020-07-27",-1610
20744,20744,"2020-07-27",-1610
10923,10923,"2020-07-28",-1609
19027,19027,"2020-07-28",-1609
1378,1378,"2020-07-29",-1608
32157,32157,"2020-07-29",-1608
20956,20956,"2020-07-29",-1608
6385,6385,"2020-07-30",-1607
14443,14443,"2020-07-30",-1607
4412,4412,"2020-07-31",-1606
15950,15950,"2020-07-31",-1606
30046,30046,"2020-08-01",-1605
4776,4776,"2020-08-01",-1605
30057,30057,"2020-08-02",-1604
15690,15690,"2020-08-02",-1604
21122,21122,"2020-08-02",-1604
9240,9240,"2020-08-02",-1604
13273,13273,"2020-08-02",-1604
19371,19371,"2020-08-02",-1604
12882,12882,"2020-08-03",-1603
10207,10207,"2020-08-03",-1603
25607,25607,"2020-08-03",-1603
17899,17899,"2020-08-04",-1602
15621,15621,"2020-08-04",-1602
25304,25304,"2020-08-04",-1602
22477,22477,"2020-08-04",-1602
11971,11971,"2020-08-04",-1602
22159,22159,"2020-08-04",-1602
25006,25006,"2020-08-04",-1602
22647,22647,"2020-08-05",-1601
28919,28919,"2020-08-05",-1601
24902,24902,"2020-08-05",-1601
1479,1479,"2020-08-05",-1601
12970,12970,"2020-08-05",-1601
18921,18921,"2020-08-05",-1601
9865,9865,"2020-08-06",-1600
33224,33224,"2020-08-06",-1600
3716,3716,"2020-08-06",-1600
11666,11666,"2020-08-06",-1600
14200,14200,"2020-08-06",-1600
735,735,"2020-08-06",-1600
127,127,"2020-08-06",-1600
23309,23309,"2020-08-06",-1600
32496,32496,"2020-08-06",-1600
19166,19166,"2020-08-06",-1600
19740,19740,"2020-08-06",-1600
2175,2175,"2020-08-07",-1599
4773,4773,"2020-08-07",-1599
30300,30300,"2020-08-07",-1599
17557,17557,"2020-08-08",-1598
12830,12830,"2020-08-08",-1598
4472,4472,"2020-08-08",-1598
20142,20142,"2020-08-08",-1598
6914,6914,"2020-08-08",-1598
16016,16016,"2020-08-08",-1598
6152,6152,"2020-08-08",-1598
29085,29085,"2020-08-09",-1597
14313,14313,"2020-08-09",-1597
9092,9092,"2020-08-09",-1597
19780,19780,"2020-08-10",-1596
11366,11366,"2020-08-10",-1596
31737,31737,"2020-08-10",-1596
13908,13908,"2020-08-10",-1596
31734,31734,"2020-08-10",-1596
15366,15366,"2020-08-10",-1596
3511,3511,"2020-08-11",-1595
30334,30334,"2020-08-11",-1595
7961,7961,"2020-08-11",-1595
1585,1585,"2020-08-12",-1594
28520,28520,"2020-08-12",-1594
11258,11258,"2020-08-12",-1594
6537,6537,"2020-08-12",-1594
30444,30444,"2020-08-12",-1594
8109,8109,"2020-08-12",-1594
17158,17158,"2020-08-13",-1593
31936,31936,"2020-08-13",-1593
23635,23635,"2020-08-13",-1593
22579,22579,"2020-08-13",-1593
4307,4307,"2020-08-14",-1592
17914,17914,"2020-08-15",-1591
2612,2612,"2020-08-15",-1591
24400,24400,"2020-08-15",-1591
28920,28920,"2020-08-15",-1591
11871,11871,"2020-08-15",-1591
12758,12758,"2020-08-15",-1591
23834,23834,"2020-08-16",-1590
31231,31231,"2020-08-16",-1590
21931,21931,"2020-08-17",-1589
22367,22367,"2020-08-17",-1589
14795,14795,"2020-08-17",-1589
20000,20000,"2020-08-17",-1589
22981,22981,"2020-08-17",-1589
24219,24219,"2020-08-17",-1589
3313,3313,"2020-08-18",-1588
6734,6734,"2020-08-18",-1588
25070,25070,"2020-08-18",-1588
7590,7590,"2020-08-18",-1588
13577,13577,"2020-08-18",-1588
3376,3376,"2020-08-19",-1587
33217,33217,"2020-08-19",-1587
27992,27992,"2020-08-19",-1587
30529,30529,"2020-08-19",-1587
19423,19423,"2020-08-19",-1587
23645,23645,"2020-08-20",-1586
10045,10045,"2020-08-20",-1586
1188,1188,"2020-08-20",-1586
2455,2455,"2020-08-21",-1585
28069,28069,"2020-08-21",-1585
18953,18953,"2020-08-21",-1585
13767,13767,"2020-08-21",-1585
19829,19829,"2020-08-21",-1585
18509,18509,"2020-08-21",-1585
22238,22238,"2020-08-21",-1585
29825,29825,"2020-08-21",-1585
5067,5067,"2020-08-21",-1585
26763,26763,"2020-08-22",-1584
3430,3430,"2020-08-22",-1584
4232,4232,"2020-08-22",-1584
29261,29261,"2020-08-22",-1584
31485,31485,"2020-08-23",-1583
12795,12795,"2020-08-23",-1583
30834,30834,"2020-08-23",-1583
23261,23261,"2020-08-23",-1583
4056,4056,"2020-08-23",-1583
5138,5138,"2020-08-24",-1582
19226,19226,"2020-08-24",-1582
21493,21493,"2020-08-24",-1582
16082,16082,"2020-08-25",-1581
7064,7064,"2020-08-25",-1581
23961,23961,"2020-08-25",-1581
21556,21556,"2020-08-25",-1581
4187,4187,"2020-08-25",-1581
2792,2792,"2020-08-26",-1580
12702,12702,"2020-08-26",-1580
24962,24962,"2020-08-26",-1580
12424,12424,"2020-08-26",-1580
9494,9494,"2020-08-26",-1580
19960,19960,"2020-08-26",-1580
32539,32539,"2020-08-26",-1580
15722,15722,"2020-08-27",-1579
2997,2997,"2020-08-27",-1579
28797,28797,"2020-08-28",-1578
32262,32262,"2020-08-29",-1577
15024,15024,"2020-08-29",-1577
12479,12479,"2020-08-29",-1577
19626,19626,"2020-08-29",-1577
24209,24209,"2020-08-29",-1577
5371,5371,"2020-08-29",-1577
29316,29316,"2020-08-29",-1577
5169,5169,"2020-08-30",-1576
22822,22822,"2020-08-30",-1576
24326,24326,"2020-08-30",-1576
10662,10662,"2020-08-31",-1575
27772,27772,"2020-08-31",-1575
7188,7188,"2020-08-31",-1575
25182,25182,"2020-09-01",-1574
21674,21674,"2020-09-01",-1574
33131,33131,"2020-09-02",-1573
13918,13918,"2020-09-02",-1573
17943,17943,"2020-09-02",-1573
3882,3882,"2020-09-03",-1572
21321,21321,"2020-09-03",-1572
14011,14011,"2020-09-03",-1572
14829,14829,"2020-09-04",-1571
28340,28340,"2020-09-04",-1571
10564,10564,"2020-09-04",-1571
33038,33038,"2020-09-04",-1571
21467,21467,"2020-09-04",-1571
5173,5173,"2020-09-04",-1571
26293,26293,"2020-09-05",-1570
22481,22481,"2020-09-05",-1570
7499,7499,"2020-09-05",-1570
2443,2443,"2020-09-05",-1570
26697,26697,"2020-09-05",-1570
32584,32584,"2020-09-05",-1570
12520,12520,"2020-09-05",-1570
21150,21150,"2020-09-06",-1569
22875,22875,"2020-09-06",-1569
25975,25975,"2020-09-06",-1569
30729,30729,"2020-09-06",-1569
6313,6313,"2020-09-06",-1569
32655,32655,"2020-09-06",-1569
14175,14175,"2020-09-06",-1569
22132,22132,"2020-09-06",-1569
9493,9493,"2020-09-07",-1568
4681,4681,"2020-09-07",-1568
27930,27930,"2020-09-07",-1568
8618,8618,"2020-09-07",-1568
1231,1231,"2020-09-07",-1568
25780,25780,"2020-09-07",-1568
5275,5275,"2020-09-08",-1567
13891,13891,"2020-09-08",-1567
11148,11148,"2020-09-08",-1567
24096,24096,"2020-09-08",-1567
7906,7906,"2020-09-08",-1567
14411,14411,"2020-09-08",-1567
15094,15094,"2020-09-09",-1566
21197,21197,"2020-09-09",-1566
29707,29707,"2020-09-09",-1566
8868,8868,"2020-09-09",-1566
18,18,"2020-09-09",-1566
2282,2282,"2020-09-09",-1566
28934,28934,"2020-09-09",-1566
14170,14170,"2020-09-09",-1566
26030,26030,"2020-09-09",-1566
8521,8521,"2020-09-10",-1565
7320,7320,"2020-09-10",-1565
12552,12552,"2020-09-10",-1565
12353,12353,"2020-09-11",-1564
14280,14280,"2020-09-11",-1564
31969,31969,"2020-09-12",-1563
10605,10605,"2020-09-12",-1563
18399,18399,"2020-09-12",-1563
1856,1856,"2020-09-12",-1563
10166,10166,"2020-09-13",-1562
23825,23825,"2020-09-13",-1562
10371,10371,"2020-09-13",-1562
229,229,"2020-09-13",-1562
3001,3001,"2020-09-13",-1562
6022,6022,"2020-09-13",-1562
26819,26819,"2020-09-13",-1562
7331,7331,"2020-09-13",-1562
30450,30450,"2020-09-14",-1561
16095,16095,"2020-09-14",-1561
19421,19421,"2020-09-14",-1561
31375,31375,"2020-09-14",-1561
8226,8226,"2020-09-14",-1561
31144,31144,"2020-09-15",-1560
18072,18072,"2020-09-15",-1560
13544,13544,"2020-09-15",-1560
16053,16053,"2020-09-15",-1560
9140,9140,"2020-09-15",-1560
22124,22124,"2020-09-15",-1560
28013,28013,"2020-09-15",-1560
16773,16773,"2020-09-15",-1560
18961,18961,"2020-09-16",-1559
17330,17330,"2020-09-16",-1559
12402,12402,"2020-09-16",-1559
724,724,"2020-09-17",-1558
13718,13718,"2020-09-17",-1558
31225,31225,"2020-09-17",-1558
935,935,"2020-09-17",-1558
29834,29834,"2020-09-17",-1558
27512,27512,"2020-09-17",-1558
23076,23076,"2020-09-17",-1558
10003,10003,"2020-09-17",-1558
15080,15080,"2020-09-17",-1558
23177,23177,"2020-09-18",-1557
3417,3417,"2020-09-19",-1556
29912,29912,"2020-09-19",-1556
2195,2195,"2020-09-19",-1556
32689,32689,"2020-09-19",-1556
17578,17578,"2020-09-20",-1555
11744,11744,"2020-09-20",-1555
22561,22561,"2020-09-21",-1554
10100,10100,"2020-09-21",-1554
19529,19529,"2020-09-21",-1554
1391,1391,"2020-09-21",-1554
31842,31842,"2020-09-21",-1554
1180,1180,"2020-09-22",-1553
9112,9112,"2020-09-22",-1553
25071,25071,"2020-09-22",-1553
14476,14476,"2020-09-22",-1553
12676,12676,"2020-09-22",-1553
12076,12076,"2020-09-23",-1552
6879,6879,"2020-09-23",-1552
7634,7634,"2020-09-23",-1552
19983,19983,"2020-09-23",-1552
12254,12254,"2020-09-23",-1552
31673,31673,"2020-09-24",-1551
25752,25752,"2020-09-24",-1551
24312,24312,"2020-09-25",-1550
21697,21697,"2020-09-25",-1550
28166,28166,"2020-09-25",-1550
24081,24081,"2020-09-25",-1550
21334,21334,"2020-09-25",-1550
26179,26179,"2020-09-26",-1549
6457,6457,"2020-09-26",-1549
2894,2894,"2020-09-26",-1549
29684,29684,"2020-09-26",-1549
12797,12797,"2020-09-26",-1549
9353,9353,"2020-09-26",-1549
20635,20635,"2020-09-27",-1548
1165,1165,"2020-09-28",-1547
4301,4301,"2020-09-28",-1547
9039,9039,"2020-09-28",-1547
31368,31368,"2020-09-28",-1547
19541,19541,"2020-09-29",-1546
986,986,"2020-09-29",-1546
26934,26934,"2020-09-29",-1546
21767,21767,"2020-09-29",-1546
14779,14779,"2020-09-29",-1546
13931,13931,"2020-09-29",-1546
21388,21388,"2020-09-29",-1546
30730,30730,"2020-09-29",-1546
24736,24736,"2020-09-29",-1546
3202,3202,"2020-09-30",-1545
13762,13762,"2020-09-30",-1545
18661,18661,"2020-09-30",-1545
9002,9002,"2020-09-30",-1545
19188,19188,"2020-09-30",-1545
27459,27459,"2020-10-01",-1544
19679,19679,"2020-10-01",-1544
7092,7092,"2020-10-01",-1544
17500,17500,"2020-10-02",-1543
26778,26778,"2020-10-02",-1543
6327,6327,"2020-10-02",-1543
1762,1762,"2020-10-02",-1543
21400,21400,"2020-10-02",-1543
13834,13834,"2020-10-02",-1543
4546,4546,"2020-10-02",-1543
7839,7839,"2020-10-03",-1542
15114,15114,"2020-10-03",-1542
92,92,"2020-10-03",-1542
2484,2484,"2020-10-03",-1542
623,623,"2020-10-03",-1542
12749,12749,"2020-10-04",-1541
24182,24182,"2020-10-04",-1541
31703,31703,"2020-10-05",-1540
3864,3864,"2020-10-05",-1540
18366,18366,"2020-10-05",-1540
25270,25270,"2020-10-05",-1540
1861,1861,"2020-10-05",-1540
12556,12556,"2020-10-05",-1540
13784,13784,"2020-10-05",-1540
23756,23756,"2020-10-06",-1539
30918,30918,"2020-10-06",-1539
23458,23458,"2020-10-06",-1539
2888,2888,"2020-10-06",-1539
13562,13562,"2020-10-06",-1539
3878,3878,"2020-10-07",-1538
25615,25615,"2020-10-07",-1538
922,922,"2020-10-07",-1538
32390,32390,"2020-10-07",-1538
378,378,"2020-10-08",-1537
14285,14285,"2020-10-08",-1537
31359,31359,"2020-10-08",-1537
20568,20568,"2020-10-08",-1537
28727,28727,"2020-10-09",-1536
782,782,"2020-10-09",-1536
5520,5520,"2020-10-09",-1536
25826,25826,"2020-10-09",-1536
9006,9006,"2020-10-09",-1536
1495,1495,"2020-10-10",-1535
5380,5380,"2020-10-10",-1535
20544,20544,"2020-10-10",-1535
501,501,"2020-10-10",-1535
16731,16731,"2020-10-10",-1535
5348,5348,"2020-10-10",-1535
12369,12369,"2020-10-10",-1535
30572,30572,"2020-10-11",-1534
30177,30177,"2020-10-11",-1534
6551,6551,"2020-10-11",-1534
1257,1257,"2020-10-12",-1533
6726,6726,"2020-10-12",-1533
15553,15553,"2020-10-12",-1533
15252,15252,"2020-10-12",-1533
18897,18897,"2020-10-12",-1533
24707,24707,"2020-10-12",-1533
11698,11698,"2020-10-12",-1533
10145,10145,"2020-10-13",-1532
26438,26438,"2020-10-13",-1532
9578,9578,"2020-10-13",-1532
12345,12345,"2020-10-13",-1532
12964,12964,"2020-10-13",-1532
13291,13291,"2020-10-13",-1532
31087,31087,"2020-10-14",-1531
32530,32530,"2020-10-14",-1531
17183,17183,"2020-10-14",-1531
19501,19501,"2020-10-14",-1531
7530,7530,"2020-10-14",-1531
5703,5703,"2020-10-15",-1530
17612,17612,"2020-10-15",-1530
22745,22745,"2020-10-15",-1530
31525,31525,"2020-10-15",-1530
27395,27395,"2020-10-15",-1530
25796,25796,"2020-10-15",-1530
30999,30999,"2020-10-15",-1530
28737,28737,"2020-10-16",-1529
31283,31283,"2020-10-16",-1529
11534,11534,"2020-10-17",-1528
9866,9866,"2020-10-17",-1528
18336,18336,"2020-10-17",-1528
12414,12414,"2020-10-17",-1528
32332,32332,"2020-10-17",-1528
3003,3003,"2020-10-18",-1527
26015,26015,"2020-10-18",-1527
24983,24983,"2020-10-18",-1527
2330,2330,"2020-10-18",-1527
27743,27743,"2020-10-19",-1526
20562,20562,"2020-10-19",-1526
27355,27355,"2020-10-19",-1526
13750,13750,"2020-10-19",-1526
13445,13445,"2020-10-19",-1526
20468,20468,"2020-10-19",-1526
22286,22286,"2020-10-19",-1526
7167,7167,"2020-10-19",-1526
13391,13391,"2020-10-20",-1525
330,330,"2020-10-20",-1525
11194,11194,"2020-10-20",-1525
31815,31815,"2020-10-20",-1525
13012,13012,"2020-10-20",-1525
15203,15203,"2020-10-21",-1524
19681,19681,"2020-10-21",-1524
2718,2718,"2020-10-21",-1524
33278,33278,"2020-10-21",-1524
14915,14915,"2020-10-22",-1523
7635,7635,"2020-10-22",-1523
26489,26489,"2020-10-23",-1522
21973,21973,"2020-10-23",-1522
13940,13940,"2020-10-23",-1522
2827,2827,"2020-10-23",-1522
12072,12072,"2020-10-23",-1522
26936,26936,"2020-10-23",-1522
11113,11113,"2020-10-23",-1522
26570,26570,"2020-10-23",-1522
17440,17440,"2020-10-24",-1521
7275,7275,"2020-10-24",-1521
14205,14205,"2020-10-24",-1521
18164,18164,"2020-10-24",-1521
2994,2994,"2020-10-25",-1520
23972,23972,"2020-10-25",-1520
7597,7597,"2020-10-25",-1520
5155,5155,"2020-10-25",-1520
6216,6216,"2020-10-25",-1520
17971,17971,"2020-10-26",-1519
1043,1043,"2020-10-26",-1519
32583,32583,"2020-10-26",-1519
31233,31233,"2020-10-26",-1519
28559,28559,"2020-10-26",-1519
7220,7220,"2020-10-27",-1518
26321,26321,"2020-10-27",-1518
27695,27695,"2020-10-27",-1518
18212,18212,"2020-10-28",-1517
32241,32241,"2020-10-28",-1517
16889,16889,"2020-10-28",-1517
30040,30040,"2020-10-28",-1517
17754,17754,"2020-10-29",-1516
12441,12441,"2020-10-29",-1516
33231,33231,"2020-10-29",-1516
7422,7422,"2020-10-29",-1516
19734,19734,"2020-10-29",-1516
15527,15527,"2020-10-29",-1516
23078,23078,"2020-10-29",-1516
8130,8130,"2020-10-30",-1515
21807,21807,"2020-10-30",-1515
18228,18228,"2020-10-30",-1515
8215,8215,"2020-10-31",-1514
14883,14883,"2020-11-01",-1513
17255,17255,"2020-11-01",-1513
33312,33312,"2020-11-01",-1513
9659,9659,"2020-11-01",-1513
33257,33257,"2020-11-01",-1513
12598,12598,"2020-11-02",-1512
29641,29641,"2020-11-03",-1511
18954,18954,"2020-11-03",-1511
13290,13290,"2020-11-03",-1511
21964,21964,"2020-11-03",-1511
31242,31242,"2020-11-03",-1511
25549,25549,"2020-11-03",-1511
26547,26547,"2020-11-04",-1510
28762,28762,"2020-11-04",-1510
12924,12924,"2020-11-04",-1510
22052,22052,"2020-11-04",-1510
26963,26963,"2020-11-04",-1510
21170,21170,"2020-11-05",-1509
26150,26150,"2020-11-06",-1508
6485,6485,"2020-11-06",-1508
11279,11279,"2020-11-06",-1508
17115,17115,"2020-11-06",-1508
15089,15089,"2020-11-06",-1508
18545,18545,"2020-11-07",-1507
16244,16244,"2020-11-07",-1507
6233,6233,"2020-11-07",-1507
28045,28045,"2020-11-07",-1507
1917,1917,"2020-11-07",-1507
19221,19221,"2020-11-07",-1507
18721,18721,"2020-11-07",-1507
2287,2287,"2020-11-08",-1506
6471,6471,"2020-11-08",-1506
7467,7467,"2020-11-08",-1506
18286,18286,"2020-11-08",-1506
4229,4229,"2020-11-08",-1506
5513,5513,"2020-11-08",-1506
21038,21038,"2020-11-09",-1505
10114,10114,"2020-11-09",-1505
2581,2581,"2020-11-10",-1504
8241,8241,"2020-11-10",-1504
14340,14340,"2020-11-10",-1504
8442,8442,"2020-11-10",-1504
21133,21133,"2020-11-10",-1504
19609,19609,"2020-11-10",-1504
25376,25376,"2020-11-11",-1503
1531,1531,"2020-11-11",-1503
23258,23258,"2020-11-11",-1503
21282,21282,"2020-11-11",-1503
2276,2276,"2020-11-12",-1502
15850,15850,"2020-11-13",-1501
16907,16907,"2020-11-13",-1501
22846,22846,"2020-11-14",-1500
9472,9472,"2020-11-14",-1500
10163,10163,"2020-11-14",-1500
8091,8091,"2020-11-14",-1500
19487,19487,"2020-11-15",-1499
10975,10975,"2020-11-15",-1499
5413,5413,"2020-11-15",-1499
14402,14402,"2020-11-15",-1499
855,855,"2020-11-15",-1499
16669,16669,"2020-11-15",-1499
27227,27227,"2020-11-15",-1499
20769,20769,"2020-11-15",-1499
25745,25745,"2020-11-15",-1499
11973,11973,"2020-11-16",-1498
2063,2063,"2020-11-16",-1498
28707,28707,"2020-11-16",-1498
25635,25635,"2020-11-16",-1498
9797,9797,"2020-11-17",-1497
14396,14396,"2020-11-17",-1497
10182,10182,"2020-11-17",-1497
23491,23491,"2020-11-17",-1497
19680,19680,"2020-11-17",-1497
7823,7823,"2020-11-17",-1497
32633,32633,"2020-11-17",-1497
31367,31367,"2020-11-18",-1496
6645,6645,"2020-11-18",-1496
18437,18437,"2020-11-18",-1496
9773,9773,"2020-11-18",-1496
14057,14057,"2020-11-19",-1495
21015,21015,"2020-11-19",-1495
25781,25781,"2020-11-19",-1495
15494,15494,"2020-11-19",-1495
22097,22097,"2020-11-19",-1495
15351,15351,"2020-11-20",-1494
6816,6816,"2020-11-20",-1494
13114,13114,"2020-11-21",-1493
29945,29945,"2020-11-21",-1493
5801,5801,"2020-11-21",-1493
31811,31811,"2020-11-21",-1493
115,115,"2020-11-22",-1492
27862,27862,"2020-11-22",-1492
